variable,year,count
개명,1828,271
年齡,1828,101
干支,1828,70
간지,1828,71
出入,1828,79
출입,1828,78
場所,1828,50
장소,1828,50
本,1828,3
본,1828,3
本貫,1828,193
본관,1828,180
主居,1828,1
주거,1828,1
主職役,1828,1
주직역,1828,1
主姓名,1828,1
주성명,1828,1
父職役,1828,89
부직역,1828,86
父名,1828,4569
부명,1828,3631
生父職役,1828,9
생부직역,1828,9
生父名,1828,92
생부명,1828,91
母職役,1828,4
모직역,1828,4
母名,1828,102
모명,1828,136
所生,1828,10
祖職役,1828,136
조직역,1828,132
祖名,1828,4372
조명,1828,3420
曾祖職役,1828,187
증조직역,1828,181
曾祖名,1828,4244
증조명,1828,3368
外祖職役,1828,91
외조직역,1828,90
外祖名,1828,5566
외조명,1828,5181
外本,1828,240
외본,1828,217
備考,1828,33
전체순번,1831,25937
年度,1831,1
面名,1831,10
면명,1831,10
順番,1831,7564
里順,1831,12
里名,1831,69
리명,1831,69
統,1831,55
統首,1831,1088
통수,1831,1079
戶,1831,9
主戶,1831,4903
주호,1831,4761
新戶,1831,2
신호,1831,2
代戶,1831,401
대호,1831,401
戶內位相,1831,108
호내위상,1831,112
職役,1831,764
직역,1831,734
姓,1831,108
성,1831,87
名,1831,8397
명,1831,6496
改名,1831,386
개명,1831,376
年齡,1831,108
干支,1831,72
간지,1831,72
出入,1831,132
출입,1831,135
場所,1831,153
장소,1831,154
本,1831,3
본,1831,3
本貫,1831,251
본관,1831,230
主居,1831,2
주거,1831,2
主職役,1831,1
주직역,1831,1
主姓名,1831,2
주성명,1831,2
父職役,1831,195
부직역,1831,187
父名,1831,6213
부명,1831,4793
生父職役,1831,16
생부직역,1831,16
生父名,1831,75
생부명,1831,75
母職役,1831,9
모직역,1831,9
母名,1831,417
모명,1831,434
所生,1831,10
祖職役,1831,212
조직역,1831,202
祖名,1831,5842
조명,1831,4444
曾祖職役,1831,278
증조직역,1831,265
曾祖名,1831,5736
증조명,1831,4351
外祖職役,1831,130
외조직역,1831,128
外祖名,1831,7634
외조명,1831,6972
外本,1831,297
외본,1831,265
備考,1831,42
전체순번,1834,18497
年度,1834,1
面名,1834,8
면명,1834,8
順番,1834,8042
里順,1834,12
里名,1834,71
리명,1834,71
統,1834,45
統首,1834,799
통수,1834,797
戶,1834,7
主戶,1834,3679
주호,1834,3594
新戶,1834,3
신호,1834,2
代戶,1834,266
대호,1834,266
戶內位相,1834,110
호내위상,1834,110
職役,1834,575
직역,1834,562
姓,1834,102
성,1834,84
名,1834,6729
명,1834,5401
改名,1834,278
개명,1834,270
年齡,1834,125
干支,1834,93
간지,1834,93
出入,1834,167
출입,1834,174
場所,1834,102
장소,1834,101
本,1834,4
본,1834,4
本貫,1834,245
본관,1834,226
主居,1834,1
주거,1834,1
主職役,1834,1
주직역,1834,1
主姓名,1834,1
주성명,1834,1
父職役,1834,145
부직역,1834,143
父名,1834,4859
부명,1834,3898
生父職役,1834,9
생부직역,1834,9
生父名,1834,57
생부명,1834,57
母職役,1834,12
모직역,1834,11
母名,1834,293
모명,1834,363
所生,1834,11
祖職役,1834,159
조직역,1834,157
祖名,1834,4564
조명,1834,3635
曾祖職役,1834,198
증조직역,1834,194
曾祖名,1834,4490
증조명,1834,3581
外祖職役,1834,104
외조직역,1834,103
外祖名,1834,5835
외조명,1834,5454
外本,1834,255
외본,1834,241
備考,1834,151
전체순번,1837,42486
年度,1837,1
面名,1837,25
면명,1837,25
順番,1837,7694
里順,1837,16
里名,1837,182
리명,1837,181
統,1837,55
統首,1837,1781
통수,1837,1771
戶,1837,9
主戶,1837,8062
주호,1837,7691
新戶,1837,3
신호,1837,2
代戶,1837,938
대호,1837,937
戶內位相,1837,141
호내위상,1837,143
職役,1837,755
직역,1837,726
姓,1837,116
성,1837,92
名,1837,12730
명,1837,8875
改名,1837,654
개명,1837,602
年齡,1837,109
干支,1837,82
간지,1837,83
出入,1837,136
출입,1837,141
場所,1837,107
장소,1837,108
本,1837,4
본,1837,4
本貫,1837,293
본관,1837,265
主居,1837,1
주거,1837,1
主職役,1837,1
주직역,1837,1
主姓名,1837,2
주성명,1837,2
父職役,1837,171
부직역,1837,167
父名,1837,9521
부명,1837,6601
生父職役,1837,12
생부직역,1837,12
生父名,1837,191
생부명,1837,188
母職役,1837,6
모직역,1837,6
母名,1837,330
모명,1837,387
所生,1837,11
祖職役,1837,227
조직역,1837,219
祖名,1837,8968
조명,1837,6232
曾祖職役,1837,313
증조직역,1837,299
曾祖名,1837,8686
증조명,1837,6112
外祖職役,1837,143
외조직역,1837,140
外祖名,1837,12676
외조명,1837,11376
外本,1837,348
외본,1837,312
備考,1837,75
전체순번,1840,11998
年度,1840,1
面名,1840,5
면명,1840,5
順番,1840,7367
里順,1840,17
里名,1840,42
리명,1840,42
統,1840,42
統首,1840,574
통수,1840,571
戶,1840,10
主戶,1840,2509
주호,1840,2461
新戶,1840,2
신호,1840,2
代戶,1840,152
대호,1840,152
戶內位相,1840,60
호내위상,1840,62
職役,1840,409
직역,1840,399
姓,1840,95
성,1840,77
名,1840,4406
명,1840,3753
改名,1840,125
개명,1840,124
年齡,1840,98
干支,1840,78
간지,1840,78
出入,1840,69
출입,1840,72
場所,1840,42
장소,1840,41
本,1840,3
본,1840,3
本貫,1840,198
본관,1840,187
主居,1840,1
주거,1840,1
主職役,1840,1
주직역,1840,1
主姓名,1840,1
주성명,1840,1
父職役,1840,130
부직역,1840,122
父名,1840,3505
부명,1840,2958
生父職役,1840,10
생부직역,1840,10
生父名,1840,47
생부명,1840,47
母職役,1840,3
모직역,1840,3
母名,1840,75
모명,1840,136
所生,1840,10
祖職役,1840,151
조직역,1840,144
祖名,1840,3377
조명,1840,2832
曾祖職役,1840,162
증조직역,1840,156
曾祖名,1840,3283
증조명,1840,2747
外祖職役,1840,82
외조직역,1840,80
外祖名,1840,4170
외조명,1840,3935
外本,1840,237
외본,1840,219
備考,1840,14
전체순번,1843,5865
年度,1843,1
面名,1843,1
면명,1843,1
順番,1843,5865
里順,1843,12
里名,1843,12
리명,1843,12
統,1843,40
統首,1843,240
통수,1843,239
戶,1843,8
主戶,1843,1054
주호,1843,1049
新戶,1843,2
신호,1843,2
代戶,1843,11
대호,1843,11
戶內位相,1843,45
호내위상,1843,45
職役,1843,292
직역,1843,291
姓,1843,85
성,1843,71
名,1843,2329
명,1843,2074
改名,1843,65
개명,1843,64
年齡,1843,87
干支,1843,64
간지,1843,64
出入,1843,20
출입,1843,19
場所,1843,6
장소,1843,6
本,1843,3
본,1843,3
本貫,1843,148
본관,1843,143
主居,1843,1
주거,1843,1
主職役,1843,1
주직역,1843,1
主姓名,1843,1
주성명,1843,1
父職役,1843,60
부직역,1843,60
父名,1843,1593
부명,1843,1450
生父職役,1843,6
생부직역,1843,6
生父名,1843,15
생부명,1843,15
母職役,1843,3
모직역,1843,3
母名,1843,34
모명,1843,34
所生,1843,9
祖職役,1843,53
조직역,1843,53
祖名,1843,1499
조명,1843,1372
曾祖職役,1843,69
증조직역,1843,69
曾祖名,1843,1403
증조명,1843,1281
外祖職役,1843,40
외조직역,1843,40
外祖名,1843,1654
외조명,1843,1599
外本,1843,150
외본,1843,145
備考,1843,10
전체순번,1846,32997
年度,1846,1
面名,1846,18
면명,1846,18
順番,1846,5689
里順,1846,16
里名,1846,143
리명,1846,141
統,1846,46
統首,1846,1247
통수,1846,1232
戶,1846,12
主戶,1846,6100
주호,1846,5850
新戶,1846,2
신호,1846,2
代戶,1846,265
대호,1846,265
戶內位相,1846,113
호내위상,1846,115
職役,1846,556
직역,1846,529
姓,1846,108
성,1846,89
名,1846,11174
명,1846,7890
改名,1846,566
개명,1846,527
年齡,1846,104
干支,1846,85
간지,1846,87
出入,1846,70
출입,1846,66
場所,1846,58
장소,1846,58
本,1846,3
본,1846,3
本貫,1846,288
본관,1846,256
主居,1846,1
주거,1846,1
主職役,1846,1
주직역,1846,1
主姓名,1846,1
주성명,1846,1
父職役,1846,144
부직역,1846,139
父名,1846,7575
부명,1846,5479
生父職役,1846,12
생부직역,1846,12
生父名,1846,173
생부명,1846,170
母職役,1846,7
모직역,1846,7
母名,1846,200
모명,1846,212
所生,1846,10
祖職役,1846,162
조직역,1846,153
祖名,1846,7032
조명,1846,5141
曾祖職役,1846,223
증조직역,1846,215
曾祖名,1846,6743
증조명,1846,4973
外祖職役,1846,103
외조직역,1846,99
外祖名,1846,9405
외조명,1846,8672
外本,1846,330
외본,1846,290
備考,1846,48
전체순번,1852,19801
年度,1852,1
面名,1852,10
면명,1852,10
順番,1852,6273
里順,1852,12
里名,1852,76
리명,1852,75
統,1852,46
統首,1852,805
통수,1852,798
戶,1852,8
主戶,1852,3739
주호,1852,3622
新戶,1852,2
신호,1852,2
代戶,1852,227
대호,1852,227
戶內位相,1852,92
호내위상,1852,97
職役,1852,451
직역,1852,439
姓,1852,99
성,1852,80
名,1852,7380
명,1852,5617
改名,1852,391
개명,1852,368
年齡,1852,99
干支,1852,78
간지,1852,77
出入,1852,61
출입,1852,60
場所,1852,40
장소,1852,39
本,1852,3
본,1852,3
本貫,1852,232
본관,1852,210
主居,1852,1
주거,1852,1
主職役,1852,1
주직역,1852,1
主姓名,1852,1
주성명,1852,1
父職役,1852,123
부직역,1852,122
父名,1852,4904
부명,1852,3851
生父職役,1852,13
생부직역,1852,13
生父名,1852,109
생부명,1852,105
母職役,1852,5
모직역,1852,5
母名,1852,108
모명,1852,125
所生,1852,10
祖職役,1852,144
조직역,1852,140
祖名,1852,4531
조명,1852,3591
曾祖職役,1852,190
증조직역,1852,182
曾祖名,1852,4353
증조명,1852,3495
外祖職役,1852,94
외조직역,1852,94
外祖名,1852,5712
외조명,1852,5370
外本,1852,254
외본,1852,226
備考,1852,28
전체순번,1855,21761
年度,1855,1
面名,1855,13
면명,1855,13
順番,1855,6231
里順,1855,17
里名,1855,93
리명,1855,92
統,1855,44
統首,1855,923
통수,1855,918
戶,1855,9
主戶,1855,4251
주호,1855,4112
新戶,1855,2
신호,1855,2
代戶,1855,277
대호,1855,276
戶內位相,1855,92
호내위상,1855,96
職役,1855,426
직역,1855,413
姓,1855,104
성,1855,80
名,1855,8085
명,1855,6099
改名,1855,341
개명,1855,326
年齡,1855,105
干支,1855,75
간지,1855,75
出入,1855,67
출입,1855,70
場所,1855,52
장소,1855,52
本,1855,3
본,1855,3
本貫,1855,240
본관,1855,220
主居,1855,2
주거,1855,2
主職役,1855,1
주직역,1855,1
主姓名,1855,1
주성명,1855,1
父職役,1855,131
부직역,1855,129
父名,1855,5741
부명,1855,4393
生父職役,1855,12
생부직역,1855,12
生父名,1855,118
생부명,1855,117
母職役,1855,6
모직역,1855,6
母名,1855,260
모명,1855,291
所生,1855,8
祖職役,1855,150
조직역,1855,146
祖名,1855,5307
조명,1855,4145
曾祖職役,1855,189
증조직역,1855,180
曾祖名,1855,4944
증조명,1855,3921
外祖職役,1855,101
외조직역,1855,99
外祖名,1855,6699
외조명,1855,6231
外本,1855,280
외본,1855,259
備考,1855,32
전체순번,1858,61851
年度,1858,1
面名,1858,34
면명,1858,34
順番,1858,8126
里順,1858,17
里名,1858,240
리명,1858,237
統,1858,50
統首,1858,2517
통수,1858,2478
戶,1858,19
主戶,1858,11770
주호,1858,10997
新戶,1858,3
신호,1858,2
代戶,1858,545
대호,1858,544
戶內位相,1858,140
호내위상,1858,143
職役,1858,717
직역,1858,683
姓,1858,121
성,1858,93
名,1858,17895
명,1858,11138
改名,1858,910
개명,1858,827
年齡,1858,116
干支,1858,102
간지,1858,101
出入,1858,130
출입,1858,134
場所,1858,80
장소,1858,80
本,1858,4
본,1858,4
本貫,1858,356
본관,1858,316
主居,1858,1
주거,1858,1
主職役,1858,1
주직역,1858,1
主姓名,1858,1
주성명,1858,1
父職役,1858,210
부직역,1858,204
父名,1858,12803
부명,1858,8026
生父職役,1858,19
생부직역,1858,19
生父名,1858,335
생부명,1858,327
母職役,1858,8
모직역,1858,8
母名,1858,329
모명,1858,378
所生,1858,11
祖職役,1858,298
조직역,1858,287
祖名,1858,11678
조명,1858,7479
曾祖職役,1858,471
증조직역,1858,443
曾祖名,1858,11118
증조명,1858,7291
外祖職役,1858,183
외조직역,1858,178
外祖名,1858,17097
외조명,1858,15130
外本,1858,450
외본,1858,360
備考,1858,160
전체순번,1861,33798
年度,1861,1
面名,1861,21
면명,1861,21
順番,1861,5489
里順,1861,16
里名,1861,143
리명,1861,143
統,1861,50
統首,1861,1431
통수,1861,1416
戶,1861,9
主戶,1861,6767
주호,1861,6476
新戶,1861,2
신호,1861,2
代戶,1861,313
대호,1861,313
戶內位相,1861,119
호내위상,1861,121
職役,1861,543
직역,1861,521
姓,1861,107
성,1861,86
名,1861,11967
명,1861,8244
改名,1861,466
개명,1861,440
年齡,1861,103
干支,1861,81
간지,1861,81
出入,1861,61
출입,1861,66
場所,1861,38
장소,1861,38
本,1861,3
본,1861,3
本貫,1861,284
본관,1861,253
主居,1861,1
주거,1861,1
主職役,1861,1
주직역,1861,1
主姓名,1861,1
주성명,1861,1
父職役,1861,162
부직역,1861,156
父名,1861,8386
부명,1861,5825
生父職役,1861,15
생부직역,1861,15
生父名,1861,200
생부명,1861,195
母職役,1861,3
모직역,1861,3
母名,1861,103
모명,1861,136
所生,1861,9
祖職役,1861,205
조직역,1861,195
祖名,1861,7806
조명,1861,5451
曾祖職役,1861,279
증조직역,1861,263
曾祖名,1861,7484
증조명,1861,5362
外祖職役,1861,125
외조직역,1861,122
外祖名,1861,10438
외조명,1861,9552
外本,1861,347
외본,1861,305
備考,1861,46
전체순번,1864,3888
年度,1864,1
面名,1864,3
면명,1864,3
順番,1864,1558
里順,1864,10
里名,1864,24
리명,1864,24
統,1864,16
統首,1864,142
통수,1864,142
戶,1864,11
主戶,1864,712
주호,1864,699
新戶,1864,3
신호,1864,3
代戶,1864,39
대호,1864,39
戶內位相,1864,48
호내위상,1864,49
職役,1864,65
직역,1864,65
姓,1864,70
성,1864,60
名,1864,2026
명,1864,1864
改名,1864,17
개명,1864,17
年齡,1864,116
干支,1864,83
간지,1864,83
出入,1864,16
출입,1864,18
場所,1864,22
장소,1864,22
本,1864,4
본,1864,4
本貫,1864,148
본관,1864,144
主居,1864,1
주거,1864,1
主職役,1864,1
주직역,1864,1
主姓名,1864,1
주성명,1864,1
父職役,1864,37
부직역,1864,36
父名,1864,1195
부명,1864,1109
生父職役,1864,5
생부직역,1864,5
生父名,1864,22
생부명,1864,22
母職役,1864,6
모직역,1864,6
母名,1864,140
모명,1864,139
所生,1864,10
祖職役,1864,41
조직역,1864,41
祖名,1864,1080
조명,1864,1001
曾祖職役,1864,58
증조직역,1864,58
曾祖名,1864,1067
증조명,1864,1009
外祖職役,1864,34
외조직역,1864,34
外祖名,1864,1309
외조명,1864,1276
外本,1864,144
외본,1864,138
備考,1864,144
전체순번,1867,43690
年度,1867,1
面名,1867,29
면명,1867,29
順番,1867,5162
里順,1867,18
里名,1867,208
리명,1867,206
統,1867,52
統首,1867,1931
통수,1867,1906
戶,1867,19
主戶,1867,9216
주호,1867,8687
新戶,1867,3
신호,1867,3
代戶,1867,406
대호,1867,406
戶內位相,1867,130
호내위상,1867,131
職役,1867,544
직역,1867,520
姓,1867,115
성,1867,91
名,1867,14686
명,1867,9608
改名,1867,482
개명,1867,464
年齡,1867,108
干支,1867,85
간지,1867,85
出入,1867,52
출입,1867,55
場所,1867,38
장소,1867,38
本,1867,3
본,1867,3
本貫,1867,325
본관,1867,283
主居,1867,1
주거,1867,1
主職役,1867,1
주직역,1867,1
主姓名,1867,1
주성명,1867,1
父職役,1867,183
부직역,1867,174
父名,1867,10570
부명,1867,6868
生父職役,1867,18
생부직역,1867,18
生父名,1867,268
생부명,1867,261
母職役,1867,4
모직역,1867,4
母名,1867,98
모명,1867,130
所生,1867,8
祖職役,1867,235
조직역,1867,223
祖名,1867,9799
조명,1867,6516
曾祖職役,1867,348
증조직역,1867,323
曾祖名,1867,9232
증조명,1867,6285
外祖職役,1867,149
외조직역,1867,143
外祖名,1867,13628
외조명,1867,12284
外本,1867,359
외본,1867,298
備考,1867,118
전체순번,1870,46585
年度,1870,1
面名,1870,32
면명,1870,32
順番,1870,5678
里順,1870,19
里名,1870,239
리명,1870,236
統,1870,52
統首,1870,1931
통수,1870,1901
戶,1870,26
主戶,1870,10409
주호,1870,9706
新戶,1870,2
신호,1870,2
代戶,1870,999
대호,1870,998
戶內位相,1870,140
호내위상,1870,149
職役,1870,506
직역,1870,479
姓,1870,116
성,1870,89
名,1870,15540
명,1870,10037
改名,1870,748
개명,1870,687
年齡,1870,113
干支,1870,93
간지,1870,94
出入,1870,38
출입,1870,33
場所,1870,26
장소,1870,26
本,1870,4
본,1870,4
本貫,1870,346
본관,1870,302
主居,1870,1
주거,1870,1
主職役,1870,1
주직역,1870,1
主姓名,1870,1
주성명,1870,1
父職役,1870,215
부직역,1870,207
父名,1870,11584
부명,1870,7389
生父職役,1870,11
생부직역,1870,12
生父名,1870,297
생부명,1870,287
母職役,1870,5
모직역,1870,5
母名,1870,69
모명,1870,101
所生,1870,9
祖職役,1870,240
조직역,1870,228
祖名,1870,10748
조명,1870,6990
曾祖職役,1870,335
증조직역,1870,322
曾祖名,1870,9990
증조명,1870,6655
外祖職役,1870,162
외조직역,1870,156
外祖名,1870,14957
외조명,1870,13399
外本,1870,391
외본,1870,332
備考,1870,195
전체순번,1876,30896
年度,1876,1
面名,1876,24
면명,1876,24
順番,1876,4254
里順,1876,12
里名,1876,179
리명,1876,177
統,1876,52
統首,1876,1683
통수,1876,1670
戶,1876,11
主戶,1876,8051
주호,1876,7599
新戶,1876,3
신호,1876,3
代戶,1876,297
대호,1876,296
戶內位相,1876,99
호내위상,1876,101
職役,1876,389
직역,1876,374
姓,1876,119
성,1876,94
名,1876,11966
명,1876,8322
改名,1876,209
개명,1876,206
年齡,1876,118
干支,1876,82
간지,1876,82
出入,1876,10
출입,1876,9
場所,1876,4
장소,1876,4
本,1876,4
본,1876,4
本貫,1876,326
본관,1876,295
主居,1876,2
주거,1876,2
主職役,1876,1
주직역,1876,1
主姓名,1876,1
주성명,1876,1
父職役,1876,148
부직역,1876,144
父名,1876,9427
부명,1876,6352
生父職役,1876,12
생부직역,1876,12
生父名,1876,161
생부명,1876,157
母職役,1876,3
모직역,1876,3
母名,1876,39
모명,1876,39
所生,1876,8
祖職役,1876,194
조직역,1876,186
祖名,1876,8776
조명,1876,6032
曾祖職役,1876,266
증조직역,1876,251
曾祖名,1876,8256
증조명,1876,5800
外祖職役,1876,107
외조직역,1876,107
外祖名,1876,11415
외조명,1876,10456
外本,1876,347
외본,1876,294
備考,1876,104
전체순번,전체연도,1758301
年度,전체연도,61
面名,전체연도,40
면명,전체연도,37
順番,전체연도,8906
里順,전체연도,29
里名,전체연도,598
리명,전체연도,574
統,전체연도,80
統首,전체연도,39056
통수,전체연도,33936
戶,전체연도,27
主戶,전체연도,121184
주호,전체연도,85096
新戶,전체연도,17
신호,전체연도,17
代戶,전체연도,19346
대호,전체연도,19084
戶內位相,전체연도,2302
호내위상,전체연도,2287
職役,전체연도,27598
직역,전체연도,25508
姓,전체연도,262
성,전체연도,134
名,전체연도,113329
명,전체연도,43610
改名,전체연도,13965
개명,전체연도,8369
年齡,전체연도,161
干支,전체연도,212
간지,전체연도,215
出入,전체연도,5799
출입,전체연도,5825
場所,전체연도,14127
장소,전체연도,13268
本,전체연도,8
본,전체연도,5
本貫,전체연도,1772
본관,전체연도,1210
主居,전체연도,586
주거,전체연도,466
主職役,전체연도,286
주직역,전체연도,286
主姓名,전체연도,18204
주성명,전체연도,13391
父職役,전체연도,4288
부직역,전체연도,3740
父名,전체연도,82707
부명,전체연도,35148
生父職役,전체연도,151
생부직역,전체연도,144
生父名,전체연도,1964
생부명,전체연도,1638
母職役,전체연도,344
모직역,전체연도,319
母名,전체연도,13561
모명,전체연도,8787
所生,전체연도,55
祖職役,전체연도,5812
조직역,전체연도,4974
祖名,전체연도,68704
조명,전체연도,26133
曾祖職役,전체연도,8112
증조직역,전체연도,6845
曾祖名,전체연도,67450
증조명,전체연도,25619
外祖職役,전체연도,4240
외조직역,전체연도,3689
外祖名,전체연도,166030
외조명,전체연도,103117
外本,전체연도,2206
외본,전체연도,1387
備考,전체연도,15374